instance_name,lat,long
mastodon.atikoro.net,37.3422,-121.9052
mastodon.aventer.biz,51.2993,9.491
mastodon.babycastles.com,48.8582,2.3387
mastodon.baeck.at,50.1167,8.6833
mastodon.beerfactory.org,48.8582,2.3387
mastodon.bertel-numerique.re,-21.1,55.6
mastodon.binatang.nl,52.3824,4.8995
mastodon.bitbank.cc,35.685,139.7514
mastodon.blue,48.8582,2.3387
mastodon.brussels,48.8582,2.3387
mastodon.bunkerchan.xyz,48.8582,2.3387
mastodon.burnworks.com,34.6864,135.52
mastodon.business,37.751,-97.822
mastodon.capitaines.fr,50.4104,2.8305
mastodon.cc,45.8696,-119.688
mastodon.cemea.org,48.8582,2.3387
mastodon.centiworks.com,30.2678,-97.7426
mastodon.cgx.me,43.7031,7.2661
mastodon.chaosfield.at,51.2993,9.491
mastodon.chilos.jp,35.1802,136.9067
mastodon.chotto.moe,35.685,139.7514
mastodon.civleaguejp.net,35.8569,139.6489
mastodon.cl,43.21,-79.655
mastodon.cloud,37.751,-97.822
mastodon.club,44.6533,-63.6675
mastodon.co.nz,-33.8612,151.1982
mastodon.co.za,40.7214,-74.0052
mastodon.codingfield.com,48.8628,2.3292
mastodon.com.pl,48.8582,2.3387
mastodon.cosmicanimal.jp,35.7166,137.9375
mastodon.crazynewworld.net,35.685,139.7514
mastodon.crazypanda.fr,48.8582,2.3387
mastodon.crossfamilyweb.com,42.7495,-73.5951
mastodon.cusae.com,48.8412,2.3003
mastodon.daiko.fr,48.8582,2.3387
mastodon.danbruno.net,33.9269,-117.8612
mastodon.deafpros.com,40.8326,-74.1307
mastodon.dereferenced.org,48.8582,2.3387
mastodon.desord.re,50.6942,3.1746
mastodon.digitalkr.am,51.2993,9.491
mastodon.diglateam3.com,35.69,139.69
mastodon.dissem.ch,51,9
mastodon.dotopia.dk,50.1167,8.6833
mastodon.dregin.com,48.8582,2.3387
mastodon.dremtech.fr,48.8582,2.3387
mastodon.eastback.co.jp,37.3388,-121.8914
mastodon.ebiryu.tech,34.6864,135.52
mastodon.eifelcoworking.space,48.8582,2.3387
mastodon.elao.com,48.8582,2.3387
mastodon.eliotberriot.com,48.8582,2.3387
mastodon.etalab.gouv.fr,51.4964,-0.1224
mastodon.evolix.org,49.1132,2.4223
mastodon.exchange,37.751,-97.822
mastodon.expert,46,2
mastodon.fishing,34.6864,135.52
mastodon.floripa.br,40.7214,-74.0052
mastodon.forza7.jp,34.6864,135.52
mastodon.ftfl.ca,44.6344,-63.5822
mastodon.fu-jp.net,34.6864,135.52
mastodon.fun,51.4964,-0.1224
mastodon.funigtor.fr,51.4964,-0.1224
mastodon.fyi,40.7308,-73.9975
mastodon.gamedev.place,48.8582,2.3387
mastodon.garbage-juice.com,40.7357,-74.1724
mastodon.gargantia.fr,44.8835,-0.6469
mastodon.gbnet.net,51.4964,-0.1224
mastodon.gion.me,35.685,139.7514
mastodon.gnieh.org,48.8582,2.3387
mastodon.gougere.fr,48.8582,2.3387
mastodon.groningendigitalcity.com,52.5,5.75
mastodon.gza.jp,34.6864,135.52
mastodon.hackerlab.fr,46,2
mastodon.hakai-macaron.com,35.69,139.69
mastodon.hakimus.de,51,9
mastodon.hakoai.com,35.685,139.7514
mastodon.hasameli.com,43.6683,-79.4205
mastodon.havas.jp,35.69,139.69
mastodon.hk,37.751,-97.822
mastodon.home.js4.in,35.69,139.69
mastodon.hong.io,48.8582,2.3387
mastodon.horde.net.br,40.7214,-74.0052
mastodon.host,46,2
mastodon.hugopoi.net,52.35,4.9167
mastodon.huma-num.fr,45.1715,5.7224
mastodon.immae.eu,50.4104,2.8305
mastodon.indie.host,51.2993,9.491
mastodon.infra.de,47.9809,7.7957
mastodon.ingress-enl.jp,34.6864,135.52
mastodon.internot.no,60.393,5.3242
mastodon.iot.tokyo,34.6864,135.52
mastodon.iut-larochelle.fr,48.8582,2.3387
mastodon.izzz.fr,48.8582,2.3387
mastodon.jamesmwright.com,48.8582,2.3387
mastodon.jpages.eu,48.8582,2.3387
mastodon.juggler.jp,34.6864,135.52
mastodon.kamunagara.org,35.69,139.69
mastodon.kawaiyume.net,48.8582,2.3387
mastodon.kebree.fr,48.8582,2.3387
mastodon.kitamurakz.com,35.4478,139.6425
mastodon.kosebamse.com,51.2993,9.491
mastodon.koteitan.com,34.6864,135.52
mastodon.kujiu.org,50.8333,4.3333
mastodon.lachman.tk,49.2,16.6333
mastodon.land,46,2
mastodon.latransition.org,48.8582,2.3387
mastodon.lavergne.online,48.8582,2.3387
mastodon.le-palantir.com,44.1542,0.918
mastodon.lemarchand.io,48.8628,2.3292
mastodon.lerelaisdupatriote.fr,48.8582,2.3387
mastodon.lertsenem.com,56,24
mastodon.lignux.com,48.8582,2.3387
mastodon.linuxquimper.org,48.8582,2.3387
mastodon.lithium03.info,37.4192,-122.0574
mastodon.lndvll.se,59.3247,18.056
mastodon.lolisandstuff.moe,52.3824,4.8995
mastodon.lu,51.2993,9.491
mastodon.m0t0k1ch1.com,35.5833,139.7483
mastodon.machique.st,1.2855,103.8565
mastodon.macsnet.cz,49.75,15.5
mastodon.mail.at,48.2,16.3667
mastodon.maromaro.co.jp,34.6864,135.52
mastodon.matcha-soft.com,34.6864,135.52
mastodon.matrix.org,60.1708,24.9375
mastodon.mattjon.es,51.5142,-0.0931
mastodon.me.uk,37.751,-97.822
mastodon.medieval.jp,34.6864,135.52
mastodon.microdata.co.uk,51.4964,-0.1224
mastodon.migennes.net,48.8582,2.3387
mastodon.minicube.net,35.1802,136.9067
mastodon.mit.edu,37.751,-97.822
mastodon.mnetwork.co.kr,37.5111,126.9743
mastodon.mocademia.jp,35.69,139.69
mastodon.moritrunk.com,37.751,-97.822
mastodon.moshsh-mate.com,34.6864,135.52
mastodon.motcha.tech,35.685,139.7514
mastodon.mpy.ovh,48.8582,2.3387
mastodon.mrtino.eu,46,2
mastodon.muage.org,48.8582,2.3387
mastodon.nakanod.net,37.751,-97.822
mastodon.nara.jp,35.1802,136.9067
mastodon.neilcastelino.com,52.0636,4.3191
mastodon.nekomimi.jp,35.69,139.69
mastodon.nestegg.net,40.4999,-105.2647
mastodon.newtown.chiba.jp,37.3688,-122.0363
mastodon.niu.ne.jp,34.6864,135.52
mastodon.nl,52.35,4.9167
mastodon.noraworld.jp,35.69,139.69
mastodon.not-enough.space,46,2
mastodon.nzoss.nz,-41,174
mastodon.oita.jp,34.6864,135.52
mastodon.on-o.com,35.4478,139.6425
mastodon.open.legal,52.35,4.9167
mastodon.opportunis.me,48.8582,2.3387
mastodon.org.uk,52.3824,4.8995
mastodon.osaka,34.6864,135.52
mastodon.oss.nagoya,34.6864,135.52
mastodon.osyakasyama.me,37.4192,-122.0574
mastodon.p2pquake.net,35.685,139.7514
mastodon.papey.fr,48.8582,2.3387
mastodon.partecipa.digital,50.8614,-0.1204
mastodon.partipirate.org,51.4964,-0.1224
mastodon.patallan.com.au,39.0481,-77.4729
mastodon.pe,40.7357,-74.1724
mastodon.peshane.net,50.4104,2.8305
mastodon.pirateparty.be,51.2993,9.491
mastodon.poker,35.685,139.7514
mastodon.potager.org,48.8582,2.3387
mastodon.productionservers.net,44.925,-93.4627
mastodon.punkti.co,51.2993,9.491
mastodon.qowala.org,48.8582,2.3387
mastodon.radiofreerobotron.net,48.8582,2.3387
mastodon.rainbownerds.de,52.35,4.9167
mastodon.randulo.com,46,2
mastodon.recurse.com,39.0481,-77.4729
mastodon.redbrick.dcu.ie,53.3472,-6.2439
mastodon.retrodigital.net,45.504,-73.5748
mastodon.robotstart.info,34.6864,135.52
mastodon.rock-hosting.net,48.8582,2.3387
mastodon.rocks,46,2
mastodon.roflcopter.fr,48.8582,2.3387
mastodon.rta.vn,10.8142,106.6438
mastodon.rw,39.9653,-83.0235
mastodon.sail42.fr,48.8582,2.3387
mastodon.sakaki333.com,35.4478,139.6425
mastodon.sandwich.net,37.751,-97.822
mastodon.savikin.me,48.8582,2.3387
mastodon.schlenz.ruhr,51.469,7.5154
mastodon.scoffoni.net,48.8582,2.3387
mastodon.scot,49.0278,2.3264
mastodon.scuttle.org,40.7214,-74.0052
mastodon.sdf.org,37.751,-97.822
mastodon.seijin.jp,34.6864,135.52
mastodon.sergal.org,45.504,-73.5748
mastodon.shuuten.org,34.6864,135.52
mastodon.sinkuu.xyz,35.69,139.69
mastodon.sk,52.7027,5.2849
mastodon.sngsk.info,1.2855,103.8565
mastodon.snowandtweet.jp,34.6864,135.52
mastodon.social,46,2
mastodon.spdns.org,51.7136,8.7554
mastodon.sportsfans.social,40.7214,-74.0052
mastodon.srvmaison.fr.nf,50.4667,3.2333
mastodon.starrevolution.org,45.3168,-73.8659
mastodon.storel.li,45.7485,4.8467
mastodon.suncha.biz,35.685,139.7514
mastodon.survival-machines.fr,45.6067,4.8399
mastodon.swordlogic.com,45.8696,-119.688
mastodon.sylphid.jp,35.685,139.7514
mastodon.sylvaniansagamies.tokyo,34.6864,135.52
mastodon.teamblackberry.jp,35.685,139.7514
mastodon.technick.org,47.1449,8.1551
mastodon.technology,40.7214,-74.0052
mastodon.technosorcery.net,37.567,-121.9829
mastodon.tedomum.net,48.8833,2.5333
mastodon.tetaneutral.net,43.5995,1.4332
mastodon.tetrisfreak.org,34.6864,135.52
mastodon.therianthro.pe,48.8582,2.3387
mastodon.titoux.info,51.4964,-0.1224
mastodon.to,32.7787,-96.8218
mastodon.top,50.6942,3.1746
mastodon.toycode.com,35.685,139.7514
mastodon.training,37.4192,-122.0574
mastodon.transneptune.net,48.8582,2.3387
mastodon.tricast.org,35.685,139.7514
mastodon.ts-novels.jp,35.685,139.7514
mastodon.u4u.org,51.2993,9.491
mastodon.un-zero-un.net,48.8628,2.3292
mastodon.unfollow.today,48.8582,2.3387
mastodon.uy,51.2993,9.491
mastodon.vlntn.pw,48.8582,2.3387
mastodon.waffle.tech,34.0494,-118.2641
mastodon.wakayama.jp,34.6864,135.52
mastodon.weaponvsac.space,40.7357,-74.1724
mastodon.wiuse.work,34.6864,135.52
mastodon.xsteadfastx.org,52.244,8.0613
mastodon.xyz,51.4964,-0.1224
mastodon.yamaken.jp,34.6864,135.52
mastodon.yokohama,34.6864,135.52
mastodon.yoyo.org,51.4964,-0.1224
mastodon.yuritopia.net,45.8696,-119.688
mastodon.z27.ch,48.8582,2.3387
mastodon.zaclys.com,48.8582,2.3387
mastodon.zeguigui.com,48.782,2.1939
mastodon.zenfolie.org,45.504,-73.5748
mastodon.zombocloud.com,40.7357,-74.1724
mastodon.zunda.ninja,39.0481,-77.4729
mastodonar.club,34.0355,-118.4298
mastodonargentina.club,37.751,-97.822
mastodonaustralia.com.au,37.7353,-122.3732
mastodonchile.club,25.8124,-80.2401
mastodonfrance.com,48.8582,2.3387
mastodonian.city,51.2993,9.491
mastodons.jp,34.6864,135.52
mastodont.cat,51,9
mastodont.herokuapp.com,39.0481,-77.4729
mastodont.social,52.3613,4.6464
mastodonte.me,25.8124,-80.2401
mastodonten.de,51,9
mastodonti.co,50.1137,8.7119
mastodoom.social,34.6864,135.52
mastodoooooon.herokuapp.com,39.0481,-77.4729
mastodos.com,35.69,139.69
mastoidoljp.m.to,35.685,139.7514
mastoton.fi,48.8534,2.3488
matchdon.com,35.1802,136.9067
mathstodon.xyz,50.1137,8.7119
mathtod.online,35.685,139.7514
matitodon.com,48.8582,2.3387
mattips.online,59.3247,18.056
mayodon.club,35.685,139.7514
mazzo.masto.host,48.8582,2.3387
mbstdn.tokyo,34.6864,135.52
mcr.cool,40.7214,-74.0052
md.arg.vc,35.7494,139.2483
md.cryo.jp,35.5833,139.7483
md.distsn.org,34.6864,135.52
md.ggtea.org,35.685,139.7514
md.gloon.jp,34.6864,135.52
md.jigensha.info,37.751,-97.822
md.net-p.org,34.6864,135.52
md.paoon.social,34.6864,135.52
md.regastream.com,35.69,139.69
md.rhythmania.net,34.6864,135.52
md.sencic.com,48.8582,2.3387
md.tret.jp,37.751,-97.822
md.xps2.net,35.685,139.7514
md.yutasan.co,34.6864,135.52
mdn.crows.tokyo,34.6864,135.52
mdn.hinaloe.net,35.685,139.7514
mdon.ee,53.3389,-6.2595
mdx.ggtea.org,35.685,139.7514
mediadon.jp,35.685,139.7514
mediartodon.net,45.8696,-119.688
meemu.org,40.7308,-73.9975
mel.social,-33.8612,151.1982
mellified.men,39.9653,-83.0235
mementomori.space,46,2
memetastic.space,48.8582,2.3387
mental.social,35.5833,139.7483
meow.m.to,35.685,139.7514
meow.social,52.3613,4.6464
mercury.social,37.567,-121.9829
mess.casa,37.751,-97.822
metal.odon.space,48.8582,2.3387
metalhead.club,51,9
metaller.m.to,35.685,139.7514
mevo.xyz,35.7061,139.5594
mi.pede.rs,51.5142,-0.0931
mi5.jp,34.6864,135.52
miaou.drycat.fr,50.4104,2.8305
miblog.life,37.751,-97.822
micro.koray.al,41.0214,28.9684
miestodon.com,45.8696,-119.688
mikado-city.jp,35.1802,136.9067
mikumikudance.cloud,35.5833,139.7483
mikuspot.net,34.6864,135.52
millionimas.m.to,35.685,139.7514
mimumedon.com,34.6864,135.52
minidon.bacardi55.org,40.7214,-74.0052
mir.hostdon.jp,35.69,139.69
mirohli.m.to,35.685,139.7514
misanthropy.wang,48.8582,2.3387
miso.social,48.8582,2.3387
mist.so,35.685,139.7514
mmodon.online,48.8582,2.3387
mn.kitetu.com,34.6864,135.52
mn.ms,32.7787,-96.8218
moar.wine,47.1449,8.1551
mobile.st,39.0481,-77.4729
mobtodon.m.to,35.685,139.7514
moe.cat,35.685,139.7514
moe.neon.moe,52.3613,4.6464
moeism.me,35.69,139.69
mofu.kemo.no,48.8582,2.3387
mofu.m.to,35.685,139.7514
mogumogucombo.m.to,35.685,139.7514
momoclo.social,35.69,139.69
monsterpit.net,42.8864,-78.8781
monstodon.info,34.6864,135.52
moose.land,43.6683,-79.4205
morningcross.m.to,35.685,139.7514
moseisley.club,46,2
mostodon.info,34.6864,135.52
motodn.jp,35.685,139.7514
motorsports.m.to,35.685,139.7514
mountainpeoples.m.to,35.685,139.7514
mr.am,35.685,139.7514
mrt.al,40.7214,-74.0052
msd.alohaloa.com,35.685,139.7514
msdn.yourrhythm.jp,35.685,139.7514
msgdn.xyz,34.6864,135.52
mst-roa.m544.net,47.6801,-122.1206
mst.idsdt.com,35.69,139.69
mst.k7mc.xyz,35.685,139.7514
mst.m544.net,45.8696,-119.688
mst.ongstar.jp,37.4192,-122.0574
mst3k.interlinked.me,48.8582,2.3387
mstd.tokyo,34.6864,135.52
mstdn-ac.ryukyu,35.685,139.7514
mstdn-babymetal.com,45.8696,-119.688
mstdn-bike.net,34.6864,135.52
mstdn-d.info,35.69,139.69
mstdn-ent.com,35.685,139.7514
mstdn-football.jp,34.6864,135.52
mstdn-heroku.herokuapp.com,39.0481,-77.4729
mstdn-jp.site,36,138
mstdn-kanazawa.jp,35.685,139.7514
mstdn-kr.com,35.69,139.69
mstdn-minpaku.jp,35.685,139.7514
mstdn-nct.com,34.6864,135.52
mstdn-newprofession.jp,35.4478,139.6425
mstdn-pso2.online,34.6864,135.52
mstdn-uragi.jp,34.6864,135.52
mstdn-vn.com,34.6864,135.52
mstdn-workers.com,35.685,139.7514
mstdn.9uelle.jp,35.69,139.69
mstdn.a-apple.net,35.69,139.69
mstdn.a-tak.com,37.4192,-122.0574
mstdn.albormentum.com,35.69,139.69
mstdn.alnair.blue,34.6864,135.52
mstdn.anontown.com,34.6864,135.52
mstdn.aquaplus.jp,34.6864,135.52
mstdn.archi,46,2
mstdn.asami.red,35.685,139.7514
mstdn.awa.sfc.keio.ac.jp,35.69,139.69
mstdn.awm.jp,34.6864,135.52
mstdn.b-shock.org,35.685,139.7514
mstdn.bari-ikutsu.com,35.69,139.69
mstdn.barippi.com,35.69,139.69
mstdn.bitzeny.link,37.751,-97.822
mstdn.bizocean.co.jp,37.4192,-122.0574
mstdn.blue,34.9769,138.3831
mstdn.bomucha.net,35.69,139.69
mstdn.boxertwin.info,34.6864,135.52
mstdn.cafe,35.685,139.7514
mstdn.cc,37.751,-97.822
mstdn.centossrv.com,35.685,139.7514
mstdn.cf,35.685,139.7514
mstdn.chordwiki.org,46,2
mstdn.cktec.net,35.685,139.7514
mstdn.club,35.685,139.7514
mstdn.creatorsnight.com,35.685,139.7514
mstdn.cygnan.com,37.4192,-122.0574
mstdn.dank.software,30.4154,-97.7982
mstdn.dasoran.net,35.685,139.7514
mstdn.dyndns.org,35.69,139.69
mstdn.endurancesports.club,35.69,139.69
mstdn.ephemeral-arcadia.jp,34.6864,135.52
mstdn.ernix.jp,34.6864,135.52
mstdn.felice.biz,35.685,139.7514
mstdn.felice.biz.,35.685,139.7514
mstdn.firstforest.jp,34.6864,135.52
mstdn.fm,35.685,139.7514
mstdn.fr,51.4964,-0.1224
mstdn.fujii-yuji.net,48.8582,2.3387
mstdn.fukuoka.jp,34.6864,135.52
mstdn.fy.to,48.8582,2.3387
mstdn.gaijinsize.com,35.69,139.69
mstdn.glorificatio.org,35.69,139.69
mstdn.golf,47.6062,-122.3321
mstdn.gots9713.xyz,35.685,139.7514
mstdn.goziline.com,35.685,139.7514
mstdn.guru,34.6864,135.52
mstdn.hakai-macaron.com,35.685,139.7514
mstdn.hanabi-life.net,35.5833,139.7483
mstdn.haoyayoi.net,35.69,139.69
mstdn.haru2036.com,37.4192,-122.0574
mstdn.harusamex.com,35.69,139.69
mstdn.hisurga.com,36.0653,136.2219
mstdn.hokkaido.jp,35.69,139.69
mstdn.ht164.jp,35.7833,139.9
mstdn.hyogo.jp,34.6864,135.52
mstdn.i-fromjapan.com,34.6864,135.52
mstdn.i-red.info,35.4478,139.6425
mstdn.ibaraki.jp,52.3613,4.6464
mstdn.idolhack.com,35.685,139.7514
mstdn.ikasekai.com,34.6864,135.52
mstdn.image-space.info,34.6864,135.52
mstdn.imoimo.xyz,34.6864,135.52
mstdn.intmax.jp,35.685,139.7514
mstdn.io,50.6942,3.1746
mstdn.ipz.jp,34.6864,135.52
mstdn.jp,35.1802,136.9067
mstdn.jp.net,35.685,139.7514
mstdn.kanagu.info,35.69,139.69
mstdn.kaonikki.tokyo,34.6864,135.52
mstdn.kemono-friends.info,37.751,-97.822
mstdn.kemonox.jp,35.685,139.7514
mstdn.kidsblock.jp,35.685,139.7514
mstdn.kigurumi.fun,34.6864,135.52
mstdn.klg-tree.jp,35.69,139.69
mstdn.kwmr.info,37.4192,-122.0574
mstdn.kwmr.me,48.8582,2.3387
mstdn.kyoto,34.6864,135.52
mstdn.lalafell.org,34.6864,135.52
mstdn.lalafell.org.,34.6864,135.52
mstdn.liliso.com,35.5206,139.7172
mstdn.lyker.jp,37.4192,-122.0574
mstdn.m4sk.in,48.9167,14.1333
mstdn.madpainter.info,34.6864,135.52
mstdn.masuei.net,35.69,139.69
mstdn.maud.io,35.1802,136.9067
mstdn.mayobus.me,29.4889,-98.3987
mstdn.mechkey.jp,35.685,139.7514
mstdn.mikumiku.moe,37.751,-97.822
mstdn.mimikun.jp,35.69,139.69
mstdn.mini4wd-engineer.com,34.6864,135.52
mstdn.misosi.ru,35.685,139.7514
mstdn.miyazaki.jp,35.685,139.7514
mstdn.mk39.xyz,35.685,139.7514
mstdn.mobilehackerz.jp,34.6864,135.52
mstdn.mochiwasa.xyz,46,2
mstdn.monappy.jp,34.6864,135.52
mstdn.monster-girl.homelinux.net,35.1802,136.9067
mstdn.muto.me,34.6864,135.52
mstdn.mx,45.4987,-73.5793
mstdn.nagasaki.jp,35.685,139.7514
mstdn.nahcnuj.work,34.6864,135.52
mstdn.nakayuki.net,35.69,139.69
mstdn.nametaketakewo.net,39.0481,-77.4729
mstdn.nanamachi.net,35.6047,140.1233
mstdn.naruh.com,34.6864,135.52
mstdn.neigepluie.net,35.0214,135.7556
mstdn.nemsia.org,48.8582,2.3387
mstdn.nere9.help,34.6864,135.52
mstdn.neriko.net,35.69,139.69
mstdn.netaka.net,35.69,139.69
mstdn.new-game.pw,37.751,-97.822
mstdn.niigata.jp,37.9022,139.0236
mstdn.ninja,37.751,-97.822
mstdn.nl,52.3824,4.8995
mstdn.noritsuna.jp,39.0481,-77.4729
mstdn.ntk.so,35.69,139.69
mstdn.okayama.jp,34.6864,135.52
mstdn.okin-jp.net,48.8582,2.3387
mstdn.okinawa.jp,35.3911,136.7222
mstdn.okumin.com,37.4192,-122.0574
mstdn.omaera.org,52.3824,4.8995
mstdn.onl,46,2
mstdn.onosendai.jp,35.1802,136.9067
mstdn.orangeliner.net,35.685,139.7514
mstdn.oresys.nagoya,35.25,136.7833
mstdn.osaka,37.4192,-122.0574
mstdn.otofu.xyz,35.4478,139.6425
mstdn.poyo.me,35.1408,136.0829
mstdn.precure.fun,35.685,139.7514
mstdn.prfm.jp,39.0481,-77.4729
mstdn.ropo.jp,35.685,139.7514
mstdn.ryanak.xyz,35.69,139.69
mstdn.s6jr.com,34.6864,135.52
mstdn.s7t.de,51.2993,9.491
mstdn.sanin.club,52.35,4.9167
mstdn.sanin.link,35.685,139.7514
mstdn.sastudio.jp,36,138
mstdn.se,34.6864,135.52
mstdn.serv-ops.com,35.8569,139.6489
mstdn.sh,43.6683,-79.4205
mstdn.shizuoka.jp,46,2
mstdn.sk,52.35,4.9167
mstdn.soysoftware.net,35.0214,135.7556
mstdn.studio,35.69,139.69
mstdn.superspeed-fall.com,35.69,139.69
mstdn.syoriken.org,34.6864,135.52
mstdn.syui.cf,37.751,-97.822
mstdn.taiha.net,35.8569,139.6489
mstdn.taiyaki.online,34.6864,135.52
mstdn.takanory.jp,35.685,139.7514
mstdn.tako774.net,34.6864,135.52
mstdn.tanak3n.xyz,35.69,139.69
mstdn.techdrive.top,39.0481,-77.4729
mstdn.toaruhetare.net,35.685,139.7514
mstdn.togawa.cs.waseda.ac.jp,35.69,139.69
mstdn.tokyocameraclub.com,34.6864,135.52
mstdn.top,35.69,139.69
mstdn.trashkids.org,46,2
mstdn.uec.tokyo,35.6667,139.4833
mstdn.voyage,35.69,139.69
mstdn.web4u.jp,35.4478,139.6425
mstdn.wildtree.jp,35.4478,139.6425
mstdn.wood-built21.net,35.69,139.69
mstdn.xn--h1ahnbk7d.xn--p1ai,35.685,139.7514
mstdn.xn--q9jyb4c,35.685,139.7514
mstdn.yamachan.org,35.5206,139.7172
mstdn.yantene.net,34.6864,135.52
mstdn.yjsnpi.nu,35.8569,139.6489
mstdn.yoshimov.com,37.751,-97.822
mstdn.ytgrsua4.net,35.685,139.7514
mstdn.yuyat.jp,34.6864,135.52
mstdn.yyuuiikk.org,34.6864,135.52
mstdn.zoddo.fr,44.3524,2.5726
mstdn.zuyadon.tk,35.6047,140.1233
mstdn1.ssc-web.net,37.4192,-122.0574
mstdn18.jp,35.1802,136.9067
mstdn2017.club,34.6864,135.52
mstdngirls.net,35.685,139.7514
mstdnsrv.moe.hm,35.6047,140.1233
mstdntr.com,52.3824,4.8995
mstdona.net,34.6864,135.52
mstdoujin.net,35.69,139.69
msyk.m.to,35.685,139.7514
mtgdon.jp,35.685,139.7514
muenster.im,51.2993,9.491
mushroomkingdomdon.m.to,35.685,139.7514
music.pawoo.net,35.685,139.7514
musicdn.jp,34.6864,135.52
mustardon.tokyo,35.685,139.7514
muwiter.m.to,35.685,139.7514
myc.m.to,35.685,139.7514
myfreckle.com,45.8696,-119.688
myles.life,43.6555,-79.3626
myriad.social,-4.5834,55.6667
nadesiko-users.info,34.6864,135.52
naf.m.to,35.685,139.7514
nagoyadon.jp,34.6864,135.52
nanasi.m.to,35.685,139.7514
